majority,total,x,y,gold
3,7,essential,crucial,"turkers=""essential"""
5,7,fuelled,driven,"turkers=""driven"""
7,7,seism,earthquake,"turkers=""earthquake"""
6,7,hamper,constrained,"turkers=""hamper"""
4,7,rails,rail,"turkers=""rail"""
4,7,forprofit,entity,"turkers=""forprofit"""
7,7,choice,attorney-general,"turkers=""choice"""
5,7,induced,empowered,"turkers=""empowered"""
5,7,game,choice,"turkers=""game"""
4,7,jammed,driven,"turkers=""driven"""
4,7,standard,guidelines,"turkers=""standard"""
3,7,instability,imbalances,"turkers=""instability"""
7,7,sticking,bending,"turkers=""bending"""
7,7,finding,determinations,"turkers=""finding"""
5,7,prerequisite,essential,"turkers=""essential"""
6,7,imbalances,balance,"turkers=""balance"""
5,7,complement,augment,"turkers=""complement"""
6,7,pinned,family,"turkers=""family"""
5,7,laughs,joke,"turkers=""joke"""
3,7,entrepreneur,entity,"turkers=""entity"""
4,7,resting,lying,"turkers=""resting"""
7,7,pinned,down,"turkers=""down"""
5,7,originate,implicates,"turkers=""originate"""
7,7,thought,conceive,"turkers=""thought"""
7,7,edition,book,"turkers=""book"""
7,7,constrained,commit,"turkers=""commit"""
6,7,notifying,appraising,"turkers=""notifying"""
6,7,remember,recall,"turkers=""remember"""
4,7,escape,am,"turkers=""am"""
4,7,odd,a,"turkers=""odd"""
3,7,speedily,rapidly,"turkers=""NA"""
6,7,requirement,constraint,"turkers=""requirement"""
6,7,sat,escape,"turkers=""sat"""
3,7,notifying,notification,"turkers=""NA"""
5,7,redetermine,determinations,"turkers=""determinations"""
5,7,include,complement,"turkers=""include"""
4,7,standard,received,"turkers=""standard"""
3,7,wave,music,"turkers=""music"""
7,7,somebody,mortal,"turkers=""somebody"""
3,7,solaris,ibm,"turkers=""ibm"""
4,7,wave,nature,"turkers=""wave"""
5,7,some,resting,"turkers=""some"""
7,7,resting,cissy chandler,"turkers=""resting"""
5,7,constrained,concentrate,"turkers=""concentrate"""
7,7,uncertainty,dubiousness,"turkers=""uncertainty"""
5,7,combat,battlefields,"turkers=""combat"""
5,7,curtailed,constrained,"turkers=""constrained"""
6,7,judgments,determinations,"turkers=""judgments"""
4,7,essential,desirable,"turkers=""essential"""
7,7,rc ####.### b,determinations,"turkers=""determinations"""
4,7,summary,earthquake,"turkers=""earthquake"""
7,7,wave,hurricane,"turkers=""wave"""
4,7,stunned,alarmed,"turkers=""alarmed"""
7,7,endeavor,attempt,"turkers=""attempt"""
4,7,unbalance,imbalances,"turkers=""unbalance"""
4,7,standard,language,"turkers=""language"""
4,7,profiting,profiling,"turkers=""profiting"""
6,7,sticking,beginning,"turkers=""beginning"""
3,7,confession,conclusion,"turkers=""conclusion"""
4,7,suited,complement,"turkers=""suited"""
5,7,complement,accommodate,"turkers=""complement"""
6,7,prayed,cried,"turkers=""cried"""
7,7,odd,odd,"turkers=""NA"""
6,7,requirement,pre requisite,"turkers=""requirement"""
5,7,fallacy,conclusion,"turkers=""conclusion"""
5,7,guarantee,complement,"turkers=""guarantee"""
6,7,finds,determinations,"turkers=""finds"""
7,7,thought,cogitate,"turkers=""thought"""
7,7,typified,driven,"turkers=""driven"""
5,7,surmise,conclusion,"turkers=""conclusion"""
5,7,formulated,complete,"turkers=""complete"""
7,7,sharon eberson entertainment,choice,"turkers=""choice"""
4,7,grants,governments,"turkers=""grants"""
5,7,taken,driven,"turkers=""taken"""
5,7,holder,hold,"turkers=""hold"""
6,7,retain,constrained,"turkers=""retain"""
7,7,determinations,decide,"turkers=""decide"""
6,7,wave,flap,"turkers=""wave"""
6,7,microencapsulated,formulated,"turkers=""formulated"""
6,7,markers,makes,"turkers=""makes"""
7,7,grants,cdbg grant,"turkers=""grants"""
7,7,formulated,follow,"turkers=""follow"""
4,7,implicates,embarrasses,"turkers=""embarrasses"""
6,7,standard,benchmark,"turkers=""standard"""
5,7,hamstrung,constrained,"turkers=""constrained"""
5,7,implicates,complicity,"turkers=""implicates"""
6,7,strangest,odd,"turkers=""odd"""
6,7,imple mented,formulated,"turkers=""formulated"""
5,7,requirement,provision,"turkers=""requirement"""
4,7,implicates,disturbs,"turkers=""disturbs"""
5,7,requirement,eligibility criteria,"turkers=""requirement"""
4,7,strange,odd,"turkers=""odd"""
5,7,unserved underserved,accessibility,"turkers=""accessibility"""
6,7,move,driven,"turkers=""move"""
7,7,tool,essential,"turkers=""tool"""
7,7,entity,biodegradable polyglutamate polymer,"turkers=""entity"""
3,7,reflection,expressions,"turkers=""expressions"""
5,7,insight,expressions,"turkers=""insight"""
4,7,insulting,harming,"turkers=""insulting"""
3,7,stressor,factor,"turkers=""stressor"""
3,7,empowered,accommodate,"turkers=""empowered"""
6,7,measure,determinations,"turkers=""measure"""
6,7,compose,compile,"turkers=""compose"""
4,7,complement,combination,"turkers=""combination"""
7,7,formulated,express,"turkers=""express"""
5,7,natural,cancel,"turkers=""NA"""
7,7,formulated,assemble,"turkers=""assemble"""
6,7,pays,choice,"turkers=""pays"""
3,7,requirement,document,"turkers=""document"""
6,7,formulated,crafted,"turkers=""crafted"""
6,7,rulings,determinations,"turkers=""rulings"""
7,7,juncture,conclusion,"turkers=""conclusion"""
3,7,determinations,citation,"turkers=""citation"""
4,7,requirement,conditions,"turkers=""conditions"""
3,7,driven,aimed,"turkers=""driven"""
4,7,expressions,explanation,"turkers=""explanation"""
6,7,theory,hypothesis,"turkers=""theory"""
7,7,uncertainty,doubt,"turkers=""doubt"""
7,7,have,constrained,"turkers=""have"""
6,7,distil,compose,"turkers=""compose"""
6,7,defined,codified,"turkers=""defined"""
7,7,wave,wave,"turkers=""NA"""
7,7,swiss verein,entity,"turkers=""entity"""
4,7,empowered,elbowed,"turkers=""empowered"""
7,7,own,conclusion,"turkers=""own"""
6,7,regulate,implicates,"turkers=""regulate"""
5,7,professing,exuded warmth,"turkers=""professing"""
7,7,scouting,paul ricciarini,"turkers=""scouting"""
6,7,table,scheduled,"turkers=""table"""
6,7,judicially reviewable,determinations,"turkers=""determinations"""
7,7,implicates,commit,"turkers=""commit"""
6,7,appall,alarmed,"turkers=""alarmed"""
7,7,formulated,build,"turkers=""build"""
5,7,elaboration,development,"turkers=""development"""
4,7,thought,retrieve,"turkers=""thought"""
6,7,keen,exquisite,"turkers=""keen"""
4,7,nifty,keen,"turkers=""nifty"""
5,7,vivacious bubbly,professing,"turkers=""professing"""
7,7,determinations,decision,"turkers=""decision"""
4,7,staying,resting,"turkers=""resting"""
3,7,troubles,disturbs,"turkers=""troubles"""
5,7,mainstreamed,complement,"turkers=""complement"""
5,7,expressions,construction,"turkers=""expressions"""
6,7,requirement,criteria,"turkers=""requirement"""
5,7,requisite,requirement,"turkers=""requirement"""
6,7,control,constrained,"turkers=""control"""
5,7,means,essential,"turkers=""means"""
5,7,thursday,thurs,"turkers=""thursday"""
7,7,apartheid,apartheid,"turkers=""NA"""
6,7,lined,empowered,"turkers=""lined"""
7,7,each,complement,"turkers=""each"""
5,7,formula,expressions,"turkers=""formula"""
4,7,initiate,implicates,"turkers=""initiate"""
6,7,merged entity,entity,"turkers=""entity"""
7,7,driven,'re,"turkers=""driven"""
7,7,requirement,de minimis exemption,"turkers=""requirement"""
3,7,thought,believe,"turkers=""thought"""
7,7,implicates,confuses,"turkers=""confuses"""
3,7,instability,imbalance,"turkers=""instability"""
7,7,unmatched,odd,"turkers=""odd"""
4,7,mitigate,constrained,"turkers=""constrained"""
7,7,hasty conclusions,conclusion,"turkers=""conclusion"""
6,7,breeding,analogy,"turkers=""breeding"""
7,7,scheduled,rescheduled,"turkers=""scheduled"""
4,7,sticking,clinging,"turkers=""sticking"""
6,7,stalling,slowed,"turkers=""slowed"""
6,7,grants,allows,"turkers=""allows"""
7,7,spontaneous outpourings,expressions,"turkers=""expressions"""
4,7,revile,rail,"turkers=""rail"""
7,7,insulting,contemptuous,"turkers=""insulting"""
5,7,second,edition,"turkers=""second"""
6,7,worried,alarmed,"turkers=""worried"""
4,7,responsibility,requirement,"turkers=""responsibility"""
5,7,tugged,driven,"turkers=""tugged"""
4,7,worrisome,noteworthy,"turkers=""worrisome"""
7,7,trader,hitoshi inagawa,"turkers=""trader"""
5,7,retrieve,recall,"turkers=""recall"""
5,7,robs,grants,"turkers=""robs"""
6,7,complement,augments,"turkers=""complement"""
7,7,formulated,decide,"turkers=""decide"""
5,7,bringing,breeding,"turkers=""bringing"""
6,7,protein conformation,hypothesis,"turkers=""hypothesis"""
7,7,stipulations,requirement,"turkers=""requirement"""
5,7,soreness abates,rehabilitation,"turkers=""rehabilitation"""
6,7,formulated,emezine r,"turkers=""formulated"""
4,7,quake,earthquake,"turkers=""quake"""
4,7,composing,compose,"turkers=""compose"""
6,7,codified,code,"turkers=""code"""
6,7,constrained,circumscribed,"turkers=""constrained"""
6,7,standard,protocol,"turkers=""standard"""
4,7,strive,endeavor,"turkers=""strive"""
7,7,measure,empowered,"turkers=""measure"""
4,7,complement,associate,"turkers=""complement"""
3,7,sticking,hanging,"turkers=""hanging"""
4,7,unparalleled,unequalled,"turkers=""unequalled"""
6,7,entity,entity,"turkers=""NA"""
4,7,unlawful,improper,"turkers=""improper"""
5,7,scientists,hypothesis,"turkers=""scientists"""
7,7,limit,constrained,"turkers=""limit"""
7,7,locate,formulated,"turkers=""locate"""
7,7,standard,ban,"turkers=""ban"""
7,7,compile,codified,"turkers=""compile"""
7,7,self-,determinations,"turkers=""self-"""
7,7,perfect,odd,"turkers=""odd"""
6,7,battlefields,battle,"turkers=""battle"""
3,7,pleasing,checking,"turkers=""checking"""
5,7,obstruct,constrained,"turkers=""obstruct"""
6,7,stop,slowed,"turkers=""stop"""
7,7,driven,convulsive,"turkers=""driven"""
4,7,unlawful,outlaw,"turkers=""outlaw"""
6,7,embody,complement,"turkers=""complement"""
5,7,rapidly,quickly,"turkers=""quickly"""
6,7,problems,expressions,"turkers=""problems"""
3,7,track,rail,"turkers=""track"""
5,7,properly remunerated,empowered,"turkers=""empowered"""
7,7,quare,earthquake,"turkers=""earthquake"""
6,7,codified,codification,"turkers=""codified"""
7,7,habeas proceedings,determinations,"turkers=""determinations"""
7,7,supplant,complement,"turkers=""complement"""
4,7,supplementing,complement,"turkers=""complement"""
7,7,standard,astm e####,"turkers=""standard"""
4,7,formulated,dictate,"turkers=""dictate"""
7,7,integral,essential,"turkers=""essential"""
7,7,requirement,qrms,"turkers=""requirement"""
4,7,encyclopedia,complement,"turkers=""complement"""
7,7,srpska republic,entity,"turkers=""entity"""
5,7,enlargement,elaboration,"turkers=""enlargement"""
6,7,supposition,hypothesis,"turkers=""hypothesis"""
4,7,inferences,determinations,"turkers=""determinations"""
3,7,insulting,humiliate,"turkers=""insulting"""
3,7,sharpeville massacre,apartheid,"turkers=""apartheid"""
5,7,formulated,advocate,"turkers=""formulated"""
6,7,frustrate,constrained,"turkers=""frustrate"""
6,7,notifying,notices,"turkers=""notices"""
4,7,entity,entities,"turkers=""NA"""
5,7,wave,nonworking microphones,"turkers=""wave"""
7,7,relates,implicates,"turkers=""relates"""
7,7,pacific,pacific,"turkers=""NA"""
6,7,formulated,conceptualized,"turkers=""formulated"""
5,7,rehabilitation,controversies,"turkers=""rehabilitation"""
4,7,sleeping,resting,"turkers=""sleeping"""
4,7,undermines,implicates,"turkers=""undermines"""
4,7,dozer,bulldozer,"turkers=""NA"""
6,7,implicates,exculpates,"turkers=""implicates"""
6,7,genuine,echt,"turkers=""genuine"""
5,7,implication,elaboration,"turkers=""elaboration"""
7,7,restrained,constrained,"turkers=""restrained"""
7,7,saying,expressions,"turkers=""saying"""
7,7,make,compose,"turkers=""make"""
7,7,natural,natural,"turkers=""NA"""
7,7,insert,complement,"turkers=""insert"""
6,7,jury deadlocks,implicates,"turkers=""implicates"""
7,7,resting,residing,"turkers=""resting"""
5,7,sticking,beating,"turkers=""beating"""
5,7,keep,driven,"turkers=""keep"""
7,7,matter,determinations,"turkers=""matter"""
4,7,mimic,imitated,"turkers=""mimic"""
4,7,surmise,hypothesis,"turkers=""hypothesis"""
4,7,concern,alarmed,"turkers=""concern"""
3,7,undercuts,implicates,"turkers=""implicates"""
5,7,untouched,untasted,"turkers=""untouched"""
7,7,ministers egom,empowered,"turkers=""empowered"""
5,7,contract,constrained,"turkers=""contract"""
6,7,complement,combines,"turkers=""combines"""
5,7,impair,constrained,"turkers=""impair"""
6,7,grants,concessions,"turkers=""grants"""
5,7,frame,compose,"turkers=""frame"""
7,7,uses,borrows,"turkers=""uses"""
6,7,governed,constrained,"turkers=""governed"""
6,7,requirement,pursuant,"turkers=""requirement"""
6,7,interfere,constrained,"turkers=""interfere"""
4,7,requirement,obligation,"turkers=""requirement"""
5,7,got,driven,"turkers=""got"""
4,7,wave,ocean,"turkers=""wave"""
3,7,grants,donate,"turkers=""NA"""
6,7,unlawful,prohibiting,"turkers=""unlawful"""
7,7,trader,mong,"turkers=""trader"""
4,7,episode,edition,"turkers=""edition"""
7,7,subgrant,grants,"turkers=""grants"""
3,7,expressions,expressing,"turkers=""expressions"""
3,7,showcase,complement,"turkers=""complement"""
6,7,sting,sticking,"turkers=""sting"""
5,7,sticking,protruding,"turkers=""sticking"""
7,7,rocket,grad rocket,"turkers=""rocket"""
5,7,determinations,conclusions,"turkers=""conclusions"""
5,7,live,escape,"turkers=""live"""
4,7,rapidly,increasingly,"turkers=""rapidly"""
7,7,escapee,escape,"turkers=""escape"""
4,7,flee,escape,"turkers=""escape"""
6,7,repulsed,driven,"turkers=""driven"""
3,7,drove,driven,"turkers=""NA"""
7,7,simmental cattle,breeding,"turkers=""breeding"""
4,7,complement,bolster,"turkers=""complement"""
6,7,vilify,rail,"turkers=""rail"""
6,7,formulated,developed,"turkers=""developed"""
7,7,subsidizations,grants,"turkers=""grants"""
7,7,determinations,aljs,"turkers=""determinations"""
4,7,conclusion,concluded,"turkers=""conclusion"""
6,7,noun,entity,"turkers=""noun"""
7,7,selection,determinations,"turkers=""selection"""
4,7,select,choice,"turkers=""choice"""
4,7,wooded,driven,"turkers=""driven"""
7,7,holder,councillor jane evison,"turkers=""holder"""
6,7,money,borrows,"turkers=""money"""
6,7,determinations,conclusion,"turkers=""conclusion"""
6,7,thought,sentiment,"turkers=""thought"""
7,7,tsaran,accessibility,"turkers=""accessibility"""
5,7,motor,driven,"turkers=""motor"""
6,7,ride,driven,"turkers=""ride"""
4,7,formulated,devised,"turkers=""devised"""
6,7,field,battlefields,"turkers=""field"""
4,7,rehabilitation,rehabiliation,"turkers=""rehabilitation"""
4,7,rehabilitation,physical therapy,"turkers=""physical therapy"""
6,7,standard,new,"turkers=""new"""
6,7,judgment,determinations,"turkers=""judgment"""
5,7,rocket,projectile,"turkers=""rocket"""
3,7,wedding,sticking,"turkers=""sticking"""
5,7,keen,discriminating,"turkers=""keen"""
6,7,likable,disarmingly charming,"turkers=""likable"""
6,7,condition,complement,"turkers=""condition"""
7,7,wave,depression,"turkers=""wave"""
4,7,restoration,rehabilitation,"turkers=""restoration"""
6,7,formulated,designed,"turkers=""designed"""
6,7,return,recall,"turkers=""return"""
7,7,insured depository institution,entity,"turkers=""entity"""
4,7,railing,rail,"turkers=""rail"""
3,7,hypothesis,explanation,"turkers=""explanation"""
6,7,run,escape,"turkers=""run"""
7,7,determinations,contemporaneous documentation,"turkers=""determinations"""
5,7,disabilities,amputations,"turkers=""disabilities"""
4,7,formulated,devise,"turkers=""devise"""
6,7,keen,incisive,"turkers=""keen"""
6,7,standard,receive,"turkers=""receive"""
4,7,formulated,contrived,"turkers=""NA"""
7,7,grants,accord,"turkers=""grants"""
6,7,imperative,essential,"turkers=""essential"""
6,7,wave,big,"turkers=""big"""
6,7,lifeblood,essential,"turkers=""essential"""
7,7,right,conclusion,"turkers=""right"""
